CSAT Score,cleaned_remarks
5,raw banana almost ripe needed exchange customer service executive really helpful explaining procedure thank much
5,plz provide e customer support system
5,helped lot assured resolved asap cleared everything easily thank much
5,expecting quick action requested topic complete delivery pack 2 second attempt received pack one insted pack 2 surprise waiting 3rd attemptpositively pack 2thanks
1,worst
5,good
5,nice talk man hope issue slove soon
1,bought anything fli fli take ownership arrange manage call manufacturer service repair
5,please ensure good service product
4,good support customer service excutive mic issues experience
5,happy sir
5,excellent
1,r wrong time provide unbranded chinise ensembled product refund know not shopzilla policy time facing problem responsible shopzilla
5,exllent
5,excellent
5,good
5,greatly resolving problem regarding orders shipment
5,nice
1,coustomer support executive officer rude
5,ban seller send wrong size colour product also need take strict action sellers
5,satisfied coustomer supportthanks
1,please coordinate well shopzilla pay later lending partner idfc first bank send financing discount bill correctly lender shopzilla application money not deducted credit limit customer
5,fill feedback box valuable suggestions not able use entire team fail solve one problem pickup see joke day one delivery boy handling entire team shopzilla making fool senior manager useless delivery boy deserving candidate handle customer care service thanks alot support
5,
1,bad experience
1,asked return date 2 3days
5,good service
5,polite understanding customer care services
5,good
5,good
4,good
1,getting tired customer service not easy reach not giving proper details us
1,hair dryer not working every one raised complainant issue not resolved still waiting response
5,quick approch helping cystomer care service awesome love shopzilla
5,nice talk u
2,solve issue soon possible
1,cut call not return call terrible professionalism worst executive far
5,thanks helping
4,no
5,good experience
4,nice
5,thank information mr price
5,good enough
5,executive good
5,good person behavior good
4,good
5,bahut acha lga bat kr ke thik complete not solve problem relax feel ask mam hope order time deliver peace thank mam
1,customer executives not providing solutions diverting
5,best
5,good
1,want offer prder placing time order not placed due website issue offer not available product made payment two times still not placed completely ridiculous shopzilla issues website
5,baat chit solved
5,happy shopzilla executive sandeep way talk good
5,super
5,best
5,excellent
1,stop keeping someone else闁剧粯娲濋崝鍛存嚇閻 money pls give refund
5,please ensure provide correct update dispatch status app order shows delivery since day yesterday whereas not yet arrived
5,nice work
1,no come whishmaster delivery
2,difficult make understand called 5 times still no resolution
1,bad experience delivery boy
5,jhah
5,good work
5,make executive learn bcoz executive uneducated system
2,shopzilla getting worst day day tell customer shift superbuy
5,thanks
5,happy
5,
4,shopzilla need good delivery boy
5,make value offer customer support
1,problem not solved customer care executive told contact service centre provide sale types services buy product shopzilla platform still buy trust shopzilla shopzilla solved afte sales problem poor experience un helpful customer care service
5,highly efficient customer support executive solved query no time thanks shopzilla
4,wonderful fabulous customer service
5,good
5,mst lga
1,still didn闁剧粯娲濋崝鍛存嚇閻 get refund
5,calling costume care time product based possible separately not possible connect
5,tq nivesh
5,thanks
1,bad experience also disconnecting ongoing call
5,good
5,good customer support thank help
5,good
1,good mam aap se bat kar ke achha aap problem solf kiyen
4,please resolve issue falstly
5,
5,nice
5,done
1,shopzilla service bad not purchase site
3,best
1,make policy flexible feasible costumer
5,good
5,not
5,4
1,customer care not proper update avoid saying scripted lines hopeless
5,
5,please solve issues replacement
3,ensure timely response information email sms lg tv delivered morning get sms email around 3 30 pm instructions required followed delivery
5,thanks solve prblm
1,automatic complaint registered horrible aslo complaint police station consumer case
3,customer care required information shipment product delayed customer care not information reason delay new timeline dispatch
5,thanks
5,good
5,good
4,talk fast good thanks
5,customer support not available properly calling month till problem not resolved
5,good
5,
5,good feel calling solutions
5,
5,excellent response shopzilla helpdesk
5,
5,acche se shamajaya thank sir
5,veri veri gud
5,customer care services good
5,bahut bahut dhanwad aapko
5,good
5,awesome experience
5,good
5,good communication customer
5,nice customer support shopzilla
5,excellent
1,poor customer support
4,give response immediately
1,gan u galat mal veja return kar vikar sala
5,provide facility track order along phone numbers item hubs
5,everything good
4,good
5,good
5,option select delivery pick date
5,try refund faster another app
5,good
5,
5,okay
5,apne
5,excellent
1,bought headphone board shopzilla not repaired service center speaking work not boy work bought made buying electronic goods online
5,nice
5,well done happy cost support excutive
5,please make customer care no easily accessible app
